Order_ID,Date,Customer_Segment,Drone_Model,Delivery_Time_Min,Order_Value_USD,Distance_KM,Weather_Condition,Traffic_Density,Customer_Rating,Kitchen_ID,Promo_Code_Used,Refund_Issued,Late_Delivery
NN-3209,2025-01-16,Corporate,Heavy-Lift,24,175.98,10.9,Clear,Low,4.0,KITCH-5,Yes,No,False
NN-3210,2025-08-17,Individual,Heavy-Lift,12,249.78,9.53,High Winds,High,,KITCH-5,Yes,No,False
NN-3211,2025-07-21,,Heavy-Lift,31,140.28,9.11,Clear,Medium,2.0,KITCH-1,No,Yes,False
NN-3212,2025-05-02,,Eco-Glide,33,143.97,13.49,Rainy,High,3.0,KITCH-1,No,No,False
NN-3213,2025-08-11,Individual,Eco-Glide,20,69.4,2.65,Stormy,Medium,4.0,KITCH-3,No,Yes,False
NN-3214,2025-03-17,Corporate,Heavy-Lift,20,278.22,6.16,High Winds,Low,2.0,KITCH-2,No,No,False
NN-3215,2025-04-11,,Swft-X,27,68.21,8.9,Clear,Low,5.0,KITCH-4,No,Yes,False
NN-3216,2025-10-20,Corporate,Swift-X,999,210.29,12.8,Stormy,High,3.0,KITCH-2,No,Yes,True
NN-3217,2025-07-09,Individual,Swft-X,24,150.36,4.3,Stormy,Medium,5.0,KITCH-3,No,No,False
NN-3218,2025-03-11,VIP,Heavy-Lift,45,148.43,12.68,Clear,Medium,,KITCH-5,No,Yes,True
NN-3219,2025-07-03,VIP,Heavy-Lift,22,218.29,6.91,Rainy,Low,,KITCH-1,Yes,No,False
NN-3220,2025-05-21,VIP,Swft-X,21,62.11,3.9,Clear,Low,,KITCH-1,No,Yes,False
NN-3221,2025-11-24,Corporate,Eco-Glide,18,196.39,12.05,Stormy,High,,KITCH-3,No,Yes,False
NN-3222,2025-11-18,VIP,Swift-X,32,241.87,2.5,Clear,High,,KITCH-4,No,Yes,False
NN-3223,2025-05-08,Individual,Swft-X,23,256.19,8.56,Clear,Medium,1.0,KITCH-5,No,No,False
NN-3224,2025-03-28,Individual,Heavy-Lift,18,88.49,2.11,Clear,Medium,3.0,KITCH-5,Yes,No,False
NN-3225,2025-10-24,Corporate,Eco-Glide,38,273.84,6.3,Clear,Medium,5.0,KITCH-4,No,No,True
NN-3226,2025-07-29,Corporate,Swft-X,39,212.32,9.8,Stormy,Low,2.0,KITCH-4,Yes,No,True
NN-3227,2025-12-15,VIP,Swft-X,18,269.87,9.15,High Winds,Low,5.0,KITCH-1,No,Yes,False
NN-3228,2025-07-20,VIP,Swft-X,6,168.75,6.99,High Winds,Low,4.0,KITCH-1,Yes,Yes,False
NN-3229,2025-06-14,VIP,Heavy-Lift,35,183.22,7.34,Clear,Medium,1.0,KITCH-5,No,Yes,False
NN-3230,2025-11-23,,Swift-X,18,279.35,4.44,Stormy,Low,1.0,KITCH-2,Yes,Yes,False
NN-3231,2025-11-17,Individual,Heavy-Lift,32,274.48,7.72,Rainy,Low,4.0,KITCH-4,Yes,Yes,False
NN-3232,2025-06-10,Corporate,Swift-X,5,159.28,14.83,Clear,High,1.0,KITCH-2,Yes,No,False
NN-3233,2025-09-22,Corporate,Heavy-Lift,33,114.98,13.36,Clear,Low,5.0,KITCH-2,Yes,Yes,False
NN-3234,2025-09-08,Corporate,Swift-X,12,145.26,3.28,Stormy,High,2.0,KITCH-2,Yes,No,False
NN-3235,2025-01-11,Corporate,Swift-X,32,143.88,1.63,High Winds,Medium,2.0,KITCH-5,Yes,Yes,False
NN-3236,2025-05-06,,Heavy-Lift,25,118.15,14.55,Rainy,Medium,,KITCH-3,Yes,No,False
NN-3237,2025-06-12,,Swft-X,15,113.49,8.73,Clear,Medium,3.0,KITCH-1,Yes,Yes,False
NN-3238,2025-01-22,Corporate,Swft-X,20,264.57,8.89,Clear,Medium,4.0,KITCH-4,No,Yes,False
NN-3239,2025-05-20,Individual,Swft-X,31,62.81,12.36,Clear,Low,3.0,KITCH-5,No,Yes,False
NN-3240,2025-01-14,Corporate,Heavy-Lift,26,217.79,5.7,High Winds,Medium,1.0,KITCH-5,Yes,Yes,False
NN-3241,2025-06-20,Individual,Heavy-Lift,30,89.07,8.09,Stormy,Low,4.0,KITCH-2,No,No,False
NN-3242,2025-06-06,Individual,Eco-Glide,44,132.85,15.05,Rainy,Medium,,KITCH-2,No,No,True
NN-3243,2025-01-31,VIP,Swift-X,9,60.69,10.81,Clear,High,3.0,KITCH-1,No,Yes,False
NN-3244,2025-10-13,VIP,Eco-Glide,41,113.84,3.4,Clear,Medium,2.0,KITCH-5,Yes,No,True
NN-3245,2025-09-01,Individual,Swft-X,26,240.95,3.11,Stormy,High,5.0,KITCH-4,Yes,Yes,False
NN-3246,2025-04-16,Corporate,Swft-X,16,270.68,4.12,Rainy,Medium,1.0,KITCH-5,Yes,Yes,False
NN-3247,2025-04-13,Individual,Swift-X,11,101.49,12.16,Clear,Medium,2.0,KITCH-2,Yes,No,False
NN-3248,2025-07-08,,Eco-Glide,23,163.2,5.42,High Winds,Medium,2.0,KITCH-1,Yes,No,False
NN-3249,2025-06-22,VIP,Swift-X,34,164.93,1.51,Rainy,Low,1.0,KITCH-5,No,No,False
NN-3250,2025-06-18,,Swft-X,23,267.76,14.7,High Winds,Low,5.0,KITCH-4,Yes,Yes,False
NN-3251,2025-04-10,VIP,Heavy-Lift,40,239.51,3.63,Stormy,Low,3.0,KITCH-4,Yes,No,True
NN-3252,2025-06-10,Individual,Swift-X,10,175.83,1.34,Rainy,Low,,KITCH-3,No,Yes,False
NN-3253,2025-12-07,Individual,Heavy-Lift,24,216.04,4.59,Rainy,High,,KITCH-4,Yes,Yes,False
NN-3254,2025-04-23,VIP,Swft-X,12,261.08,4.56,Clear,Low,,KITCH-2,Yes,No,False
NN-3255,2025-10-26,VIP,Eco-Glide,28,47.43,7.23,High Winds,Medium,,KITCH-4,Yes,No,False
NN-3256,2025-10-31,,Heavy-Lift,33,147.74,14.36,Clear,Medium,5.0,KITCH-3,Yes,Yes,False
NN-3257,2025-02-25,Individual,Swift-X,20,276.35,13.77,Rainy,Low,4.0,KITCH-2,No,Yes,False
NN-3258,2025-06-15,Corporate,Swft-X,-1,233.78,7.73,High Winds,Low,3.0,KITCH-2,No,Yes,False
NN-3259,2025-01-31,Corporate,Heavy-Lift,26,183.42,7.08,High Winds,Low,1.0,KITCH-1,No,Yes,False
NN-3260,2025-05-18,,Swft-X,29,180.06,9.14,Clear,Medium,,KITCH-2,No,No,False
NN-3261,2025-01-31,Individual,Swft-X,29,133.68,4.68,Rainy,Medium,3.0,KITCH-3,No,No,False
NN-3262,2025-07-10,,Swft-X,37,177.73,1.95,Rainy,Low,2.0,KITCH-2,No,Yes,True
NN-3263,2025-08-21,,Swift-X,14,212.12,14.63,Rainy,Medium,,KITCH-4,No,No,False
NN-3264,2025-04-07,Individual,Swift-X,31,151.68,3.87,Stormy,High,1.0,KITCH-3,No,No,False
NN-3265,2025-05-23,Corporate,Heavy-Lift,36,227.11,4.04,Stormy,Low,2.0,KITCH-1,Yes,No,True
NN-3266,2025-10-29,Corporate,Swift-X,7,264.61,7.96,Stormy,Low,3.0,KITCH-1,No,No,False
NN-3267,2025-07-28,,Eco-Glide,28,84.44,8.23,Rainy,Medium,1.0,KITCH-2,No,Yes,False
NN-3268,2025-08-22,VIP,Eco-Glide,19,160.14,1.46,Clear,Medium,,KITCH-1,Yes,Yes,False
NN-3269,2025-05-23,Corporate,Eco-Glide,24,149.05,3.32,Rainy,Medium,1.0,KITCH-2,No,Yes,False
NN-3270,2025-04-22,,Swft-X,28,220.3,6.61,High Winds,High,1.0,KITCH-3,Yes,No,False
NN-3271,2025-10-08,,Heavy-Lift,20,108.72,10.98,High Winds,High,,KITCH-2,No,Yes,False
NN-3272,2025-04-15,,Swft-X,18,208.26,4.47,Clear,Medium,3.0,KITCH-3,No,No,False
NN-3273,2025-12-10,Corporate,Swift-X,25,268.76,7.25,High Winds,Medium,2.0,KITCH-5,Yes,Yes,False
NN-3274,2025-07-11,Corporate,Swft-X,14,151.62,9.17,Clear,Low,5.0,KITCH-5,No,No,False
NN-3275,2025-08-20,Corporate,Swift-X,14,277.31,13.91,Rainy,High,1.0,KITCH-4,Yes,No,False
NN-3276,2025-11-11,Individual,Swft-X,31,298.26,5.86,Stormy,High,,KITCH-4,Yes,No,False
NN-3277,2025-03-01,Corporate,Swift-X,13,72.05,3.11,Clear,High,2.0,KITCH-1,Yes,No,False
NN-3278,2025-11-13,VIP,Heavy-Lift,31,104.43,8.2,Rainy,High,4.0,KITCH-2,Yes,No,False
NN-3279,2025-12-26,,Swft-X,29,287.35,11.88,High Winds,High,4.0,KITCH-2,No,No,False
NN-3280,2025-08-15,,Heavy-Lift,7,289.37,2.77,Rainy,High,3.0,KITCH-4,No,No,False
NN-3281,2025-10-22,Individual,Swift-X,18,69.92,7.27,Clear,Low,2.0,KITCH-5,Yes,No,False
NN-3282,2025-06-27,Corporate,Eco-Glide,36,48.82,1.45,High Winds,Medium,2.0,KITCH-3,No,No,True
NN-3283,2025-08-09,,Eco-Glide,15,86.08,1.68,Clear,Low,1.0,KITCH-3,No,Yes,False
NN-3284,2025-03-20,Individual,Heavy-Lift,20,298.98,8.11,Clear,Low,,KITCH-1,Yes,No,False
NN-3285,2025-01-16,VIP,Heavy-Lift,29,90.9,5.46,Clear,Medium,3.0,KITCH-5,Yes,No,False
NN-3286,2025-08-18,Corporate,Heavy-Lift,32,173.15,13.29,High Winds,High,3.0,KITCH-2,No,Yes,False
NN-3287,2025-05-29,,Eco-Glide,22,261.35,9.81,Stormy,Medium,5.0,KITCH-4,Yes,Yes,False
NN-3288,2025-08-21,,Swft-X,19,50.2,7.69,Clear,High,1.0,KITCH-5,Yes,Yes,False
NN-3289,2025-09-04,VIP,Eco-Glide,39,199.14,7.03,Clear,Low,,KITCH-4,Yes,Yes,True
NN-3290,2025-07-23,VIP,Swift-X,42,115.64,8.31,Rainy,Medium,5.0,KITCH-1,Yes,Yes,True
NN-3291,2025-07-29,Individual,Swift-X,34,264.9,1.78,Clear,Low,5.0,KITCH-3,No,Yes,False
NN-3292,2025-10-26,Individual,Eco-Glide,25,117.28,13.97,High Winds,Low,2.0,KITCH-2,No,Yes,False
NN-3293,2025-12-09,Individual,Swift-X,16,220.12,15.48,Clear,Medium,5.0,KITCH-2,Yes,No,False
NN-3294,2025-08-03,,Heavy-Lift,16,216.93,3.8,Rainy,Low,1.0,KITCH-3,No,No,False
NN-3295,2025-06-26,Corporate,Swft-X,30,101.48,2.92,Clear,Low,2.0,KITCH-4,Yes,No,False
NN-3296,2025-05-12,Individual,Heavy-Lift,999,53.87,3.25,High Winds,Medium,5.0,KITCH-4,No,No,True
NN-3297,2025-07-03,VIP,Swft-X,39,149.36,10.65,Clear,Low,4.0,KITCH-1,No,No,True
NN-3298,2025-07-15,,Swift-X,31,118.74,10.66,Rainy,Medium,3.0,KITCH-1,Yes,No,False
NN-3299,2025-12-06,,Swift-X,9,251.29,13.33,Clear,High,,KITCH-4,No,No,False
NN-3300,2025-09-21,VIP,Eco-Glide,999,249.09,11.95,Stormy,Medium,4.0,KITCH-4,Yes,No,True
NN-3301,2025-09-28,VIP,Eco-Glide,15,161.54,7.63,Rainy,Low,3.0,KITCH-3,No,Yes,False
NN-3302,2025-03-26,Corporate,Swft-X,21,199.66,9.96,Rainy,High,2.0,KITCH-5,Yes,No,False
NN-3303,2025-05-24,,Swift-X,27,199.09,11.04,Clear,Low,2.0,KITCH-2,Yes,Yes,False
NN-3304,2025-11-18,Corporate,Heavy-Lift,44,255.93,8.53,Stormy,Low,5.0,KITCH-3,Yes,No,True
NN-3305,2025-03-20,VIP,Eco-Glide,56,153.38,8.0,Clear,Low,1.0,KITCH-3,Yes,Yes,True
NN-3306,2025-02-18,,Swft-X,31,115.24,10.42,Rainy,Low,1.0,KITCH-1,No,Yes,False
NN-3307,2025-11-25,Individual,Swft-X,23,112.58,9.17,Clear,Medium,3.0,KITCH-5,No,No,False
NN-3308,2025-10-26,Individual,Eco-Glide,30,181.73,10.41,Rainy,Low,3.0,KITCH-4,Yes,No,False
NN-3309,2025-01-04,Individual,Heavy-Lift,33,159.53,9.96,Clear,High,2.0,KITCH-4,Yes,No,False
NN-3310,2025-05-26,VIP,Swft-X,21,157.23,11.48,Clear,High,2.0,KITCH-2,Yes,No,False
NN-3311,2025-06-26,Corporate,Swift-X,42,68.24,10.39,Stormy,High,2.0,KITCH-1,Yes,Yes,True
NN-3312,2025-04-14,VIP,Swft-X,27,228.24,8.63,Clear,High,5.0,KITCH-3,Yes,Yes,False
NN-3313,2025-02-14,Individual,Heavy-Lift,29,99.5,10.95,Clear,Medium,2.0,KITCH-2,No,No,False
NN-3314,2025-09-09,Corporate,Swft-X,31,95.22,7.63,Clear,Medium,1.0,KITCH-3,No,Yes,False
NN-3315,2025-12-19,Individual,Heavy-Lift,29,150.25,4.66,Stormy,High,5.0,KITCH-2,No,Yes,False
NN-3316,2025-08-19,Corporate,Eco-Glide,33,103.08,1.22,Clear,Low,1.0,KITCH-3,Yes,Yes,False
NN-3317,2025-02-02,Individual,Swift-X,18,193.88,9.21,Stormy,Medium,,KITCH-5,No,No,False
NN-3318,2025-12-16,,Swift-X,19,139.72,9.65,Rainy,Medium,3.0,KITCH-5,No,No,False
NN-3319,2025-07-17,,Eco-Glide,13,159.47,15.1,Rainy,Medium,5.0,KITCH-2,Yes,Yes,False
NN-3320,2025-04-22,VIP,Eco-Glide,29,181.98,6.37,Clear,Medium,4.0,KITCH-1,No,No,False
NN-3321,2025-05-02,Corporate,Eco-Glide,32,96.9,6.84,Clear,Low,,KITCH-2,No,No,False
NN-3322,2025-01-22,Individual,Heavy-Lift,29,84.72,4.09,Clear,Low,2.0,KITCH-3,Yes,Yes,False
NN-3323,2025-06-16,Corporate,Eco-Glide,41,269.51,2.21,Rainy,High,5.0,KITCH-2,Yes,No,True
NN-3324,2025-01-17,Corporate,Heavy-Lift,24,155.6,12.25,Clear,High,1.0,KITCH-4,No,No,False
NN-3325,2025-11-10,,Swift-X,31,150.08,4.77,Rainy,Medium,2.0,KITCH-2,Yes,Yes,False
NN-3326,2025-08-26,Individual,Heavy-Lift,14,54.08,9.91,High Winds,Low,4.0,KITCH-5,Yes,No,False
NN-3327,2025-03-08,Individual,Heavy-Lift,21,171.98,11.04,Clear,High,2.0,KITCH-5,No,Yes,False
NN-3328,2025-10-21,VIP,Heavy-Lift,31,186.31,7.94,High Winds,High,,KITCH-5,Yes,No,False
NN-3329,2025-05-15,Individual,Heavy-Lift,33,187.5,13.73,Stormy,Medium,1.0,KITCH-5,Yes,No,False
NN-3330,2025-07-05,Individual,Swift-X,22,225.29,7.55,Stormy,Low,2.0,KITCH-5,No,Yes,False
NN-3331,2025-09-14,Individual,Swift-X,24,90.26,5.27,Clear,High,,KITCH-5,No,No,False
NN-3332,2025-01-23,VIP,Swift-X,9,109.32,14.01,Clear,Medium,2.0,KITCH-4,No,No,False
NN-3333,2025-11-16,VIP,Heavy-Lift,21,251.74,13.52,High Winds,Low,2.0,KITCH-2,Yes,Yes,False
NN-3334,2025-10-14,,Eco-Glide,33,286.53,3.55,Rainy,Low,1.0,KITCH-4,No,No,False
NN-3335,2025-10-22,Corporate,Swft-X,30,79.66,1.57,Rainy,Low,3.0,KITCH-4,Yes,Yes,False
NN-3336,2025-07-28,Individual,Heavy-Lift,30,171.9,2.49,Stormy,Low,3.0,KITCH-1,Yes,No,False
NN-3337,2025-01-29,,Swft-X,25,99.61,5.3,Stormy,Low,4.0,KITCH-1,No,Yes,False
NN-3338,2025-01-01,VIP,Swift-X,25,60.32,15.1,Clear,Low,4.0,KITCH-4,No,No,False
NN-3339,2025-05-11,Corporate,Heavy-Lift,18,128.0,9.19,High Winds,Low,,KITCH-5,Yes,No,False
NN-3340,2025-10-30,,Eco-Glide,31,81.64,6.54,Clear,High,3.0,KITCH-4,Yes,Yes,False
NN-3341,2025-08-20,Individual,Eco-Glide,29,226.03,13.91,Clear,Low,,KITCH-3,Yes,No,False
NN-3342,2025-04-29,Individual,Swift-X,29,181.1,7.68,Clear,Low,3.0,KITCH-2,No,Yes,False
NN-3343,2025-01-28,Individual,Swft-X,19,81.68,5.71,Clear,Low,3.0,KITCH-3,Yes,Yes,False
NN-3344,2025-09-11,Corporate,Swft-X,3,47.36,14.66,Rainy,High,1.0,KITCH-5,No,No,False
NN-3345,2025-12-20,,Eco-Glide,35,251.08,13.35,Clear,Low,3.0,KITCH-3,Yes,No,False
NN-3346,2025-09-22,VIP,Eco-Glide,999,89.93,13.26,High Winds,High,5.0,KITCH-4,Yes,No,True
NN-3347,2025-11-04,Corporate,Swift-X,16,199.59,8.53,Clear,High,3.0,KITCH-5,No,Yes,False
NN-3348,2025-06-01,Individual,Swft-X,31,-130.92,12.49,Clear,Medium,1.0,KITCH-3,No,No,False
NN-3349,2025-08-10,Corporate,Heavy-Lift,21,194.3,3.76,Clear,High,3.0,KITCH-3,No,Yes,False
NN-3350,2025-03-11,Individual,Heavy-Lift,999,125.49,9.4,Clear,High,5.0,KITCH-3,Yes,Yes,True
NN-3351,2025-09-29,Corporate,Heavy-Lift,31,67.17,15.27,Rainy,Low,4.0,KITCH-1,Yes,Yes,False
NN-3352,2025-09-02,VIP,Swft-X,31,101.85,5.36,High Winds,High,5.0,KITCH-2,No,No,False
NN-3353,2025-08-19,Corporate,Swift-X,11,92.95,12.56,Stormy,High,4.0,KITCH-5,Yes,Yes,False
NN-3354,2025-12-18,Individual,Swft-X,37,154.14,8.21,Rainy,Medium,3.0,KITCH-1,No,Yes,True
NN-3355,2025-05-18,,Heavy-Lift,27,212.86,1.77,Clear,Medium,2.0,KITCH-4,Yes,Yes,False
NN-3356,2025-10-05,,Swft-X,21,112.27,12.11,Stormy,High,4.0,KITCH-5,No,No,False
NN-3357,2025-04-17,Corporate,Swift-X,26,48.08,3.61,Clear,Medium,1.0,KITCH-4,Yes,No,False
NN-3358,2025-01-24,Individual,Swft-X,7,177.33,10.23,Stormy,Medium,2.0,KITCH-3,Yes,Yes,False
NN-3359,2025-03-27,Individual,Eco-Glide,29,199.47,2.42,Stormy,Medium,3.0,KITCH-3,No,No,False
NN-3360,2025-06-10,,Eco-Glide,14,290.53,14.74,High Winds,Medium,2.0,KITCH-5,Yes,Yes,False
NN-3361,2025-10-31,Individual,Swift-X,11,195.32,5.37,Clear,Medium,2.0,KITCH-4,Yes,No,False
NN-3362,2025-11-22,Individual,Heavy-Lift,9,165.15,4.44,Stormy,Low,2.0,KITCH-2,No,Yes,False
NN-3363,2025-03-16,VIP,Heavy-Lift,36,191.22,3.05,Clear,Low,1.0,KITCH-3,Yes,Yes,True
NN-3364,2025-09-16,,Eco-Glide,18,281.61,14.73,High Winds,Low,1.0,KITCH-2,No,Yes,False
NN-3365,2025-04-08,Corporate,Swift-X,40,256.24,11.38,Clear,Low,5.0,KITCH-3,Yes,Yes,True
NN-3366,2025-04-28,Individual,Swift-X,19,127.36,11.81,Rainy,Low,,KITCH-4,Yes,Yes,False
NN-3367,2025-06-10,Individual,Swft-X,7,105.5,8.34,High Winds,Medium,4.0,KITCH-1,Yes,Yes,False
NN-3368,2025-02-10,Corporate,Swft-X,13,111.97,7.99,Stormy,High,4.0,KITCH-3,Yes,Yes,False
NN-3369,2025-10-06,,Swift-X,37,173.63,2.77,Stormy,High,,KITCH-1,Yes,No,True
NN-3370,2025-04-15,,Eco-Glide,23,234.73,9.21,Stormy,High,4.0,KITCH-2,Yes,Yes,False
NN-3371,2025-10-10,VIP,Swft-X,19,173.32,4.73,Stormy,High,2.0,KITCH-2,No,Yes,False
NN-3372,2025-03-06,,Eco-Glide,26,62.29,15.17,Rainy,Medium,2.0,KITCH-5,Yes,Yes,False
NN-3373,2025-01-17,Individual,Swft-X,30,229.51,12.59,Clear,Low,4.0,KITCH-4,No,No,False
NN-3374,2025-07-07,,Heavy-Lift,36,250.52,7.11,Clear,Medium,5.0,KITCH-3,Yes,No,True
NN-3375,2025-12-22,Corporate,Swift-X,39,118.82,3.36,Clear,Medium,2.0,KITCH-2,Yes,Yes,True
NN-3376,2025-10-16,,Swift-X,21,214.35,12.43,High Winds,High,3.0,KITCH-2,No,Yes,False
NN-3377,2025-02-15,,Swift-X,11,153.78,2.95,Clear,High,4.0,KITCH-1,No,Yes,False
NN-3378,2025-09-24,,Swft-X,20,271.73,3.91,Stormy,High,2.0,KITCH-5,Yes,No,False
NN-3379,2025-04-05,VIP,Heavy-Lift,27,260.53,4.22,Stormy,High,3.0,KITCH-1,No,No,False
NN-3380,2025-11-20,,Heavy-Lift,15,178.99,9.16,Clear,Medium,4.0,KITCH-4,Yes,No,False
NN-3381,2025-02-27,,Swift-X,999,221.33,12.45,Clear,High,5.0,KITCH-5,Yes,No,True
NN-3382,2025-06-05,,Swift-X,28,270.25,5.69,Rainy,Medium,2.0,KITCH-5,No,Yes,False
NN-3383,2025-02-14,,Swift-X,24,171.41,2.41,High Winds,Medium,1.0,KITCH-4,No,No,False
NN-3384,2025-05-16,Corporate,Eco-Glide,25,124.88,7.84,High Winds,Medium,3.0,KITCH-4,No,No,False
NN-3385,2025-03-15,,Eco-Glide,17,237.18,11.9,Clear,High,2.0,KITCH-4,Yes,No,False
NN-3386,2025-04-22,Individual,Swft-X,22,101.12,4.37,Rainy,High,,KITCH-4,Yes,Yes,False
NN-3387,2025-07-04,VIP,Eco-Glide,15,144.08,4.34,Clear,Medium,5.0,KITCH-1,No,No,False
NN-3388,2025-01-30,VIP,Eco-Glide,33,265.76,14.75,Rainy,High,,KITCH-5,No,No,False
NN-3389,2025-08-14,Individual,Swft-X,35,229.73,14.84,Stormy,Low,1.0,KITCH-1,No,No,False
NN-3390,2025-12-11,Corporate,Swft-X,6,147.97,15.36,Rainy,Medium,3.0,KITCH-4,Yes,Yes,False
NN-3391,2025-01-09,Individual,Eco-Glide,15,99.76,12.75,Rainy,High,3.0,KITCH-1,No,Yes,False
NN-3392,2025-11-14,VIP,Heavy-Lift,10,135.77,3.89,Rainy,High,2.0,KITCH-3,Yes,Yes,False
NN-3393,2025-02-16,,Heavy-Lift,18,117.45,4.23,Rainy,Low,3.0,KITCH-3,Yes,No,False
NN-3394,2025-11-27,VIP,Heavy-Lift,24,89.9,6.07,Rainy,Medium,4.0,KITCH-1,No,No,False
NN-3395,2025-03-05,Individual,Swft-X,10,234.55,5.75,Clear,High,2.0,KITCH-3,Yes,No,False
NN-3396,2025-10-30,VIP,Eco-Glide,15,109.28,14.88,Rainy,High,3.0,KITCH-4,Yes,Yes,False
NN-3397,2025-01-10,,Heavy-Lift,14,160.81,12.48,Clear,Low,5.0,KITCH-3,Yes,No,False
NN-3398,2025-06-25,Individual,Swft-X,27,143.39,11.55,Stormy,Medium,2.0,KITCH-1,No,No,False
NN-3399,2025-04-28,VIP,Swft-X,25,295.43,3.86,Clear,High,3.0,KITCH-5,No,No,False
NN-3400,2025-11-17,VIP,Swft-X,17,144.73,14.21,High Winds,Low,1.0,KITCH-3,Yes,Yes,False
NN-3401,2025-12-22,VIP,Heavy-Lift,26,65.4,13.04,Clear,Medium,1.0,KITCH-3,Yes,Yes,False
NN-3402,2025-08-01,VIP,Swift-X,19,67.91,3.54,Clear,Low,4.0,KITCH-4,Yes,Yes,False
NN-3403,2025-05-16,,Swft-X,22,195.64,13.66,Rainy,High,5.0,KITCH-2,Yes,No,False
NN-3404,2025-01-15,VIP,Swft-X,41,197.84,5.09,High Winds,Medium,2.0,KITCH-5,Yes,No,True
NN-3405,2025-11-08,Corporate,Heavy-Lift,38,151.78,2.36,Clear,Low,,KITCH-3,No,Yes,True
NN-3406,2025-07-21,Corporate,Swift-X,12,155.12,10.59,Clear,Low,,KITCH-3,Yes,Yes,False
NN-3407,2025-01-29,,Eco-Glide,33,58.75,10.55,Stormy,Medium,3.0,KITCH-5,No,Yes,False
NN-3408,2025-04-01,Individual,Heavy-Lift,33,-176.72,2.56,Rainy,High,2.0,KITCH-2,No,No,False
NN-3409,2025-04-07,Corporate,Heavy-Lift,13,173.71,5.76,Clear,Low,3.0,KITCH-5,No,No,False
NN-3410,2025-03-13,,Eco-Glide,33,83.14,15.4,Clear,Low,4.0,KITCH-1,No,Yes,False
NN-3411,2025-09-02,Individual,Heavy-Lift,40,71.48,10.9,High Winds,High,,KITCH-1,Yes,No,True
NN-3412,2025-07-02,,Heavy-Lift,13,76.51,11.64,Clear,High,3.0,KITCH-4,No,No,False
NN-3413,2025-04-16,,Eco-Glide,15,70.76,4.24,Rainy,Low,5.0,KITCH-5,No,Yes,False
NN-3414,2025-11-05,Corporate,Swft-X,35,200.48,2.33,High Winds,Medium,3.0,KITCH-4,Yes,No,False
NN-3415,2025-02-08,VIP,Swift-X,27,95.1,5.16,Rainy,Medium,2.0,KITCH-3,Yes,No,False
NN-3416,2025-06-07,Corporate,Swft-X,30,109.11,4.76,Rainy,High,5.0,KITCH-2,No,No,False
NN-3417,2025-04-03,Corporate,Heavy-Lift,28,89.26,4.55,Stormy,High,4.0,KITCH-5,Yes,No,False
NN-3418,2025-04-08,,Heavy-Lift,28,-289.25,3.96,Clear,High,4.0,KITCH-2,No,No,False
NN-3419,2025-01-02,VIP,Eco-Glide,11,262.93,9.42,Clear,Medium,2.0,KITCH-5,Yes,Yes,False
NN-3420,2025-04-27,,Swft-X,35,103.78,5.89,High Winds,High,1.0,KITCH-1,No,Yes,False
NN-3421,2025-09-02,Corporate,Swft-X,36,128.53,12.93,Rainy,High,2.0,KITCH-1,Yes,Yes,True
NN-3422,2025-06-06,Individual,Eco-Glide,22,98.52,3.83,High Winds,High,3.0,KITCH-4,No,Yes,False
NN-3423,2025-11-25,Individual,Swift-X,24,170.43,7.84,Stormy,High,4.0,KITCH-3,Yes,No,False
NN-3424,2025-11-24,VIP,Eco-Glide,9,50.0,1.4,Clear,High,,KITCH-3,Yes,No,False
NN-3425,2025-03-15,,Swft-X,30,216.2,8.09,Clear,High,5.0,KITCH-3,Yes,Yes,False
NN-3426,2025-09-17,VIP,Heavy-Lift,30,178.41,2.0,Clear,Medium,,KITCH-4,No,No,False
NN-3427,2025-06-13,Individual,Swft-X,24,274.15,15.18,Rainy,High,2.0,KITCH-1,No,Yes,False
NN-3428,2025-01-09,VIP,Eco-Glide,36,86.92,12.51,Rainy,Low,,KITCH-4,No,Yes,True
NN-3429,2025-03-12,Corporate,Eco-Glide,21,250.05,8.21,Rainy,Low,3.0,KITCH-1,No,No,False
NN-3430,2025-04-01,Individual,Swift-X,30,246.95,2.44,Clear,Low,5.0,KITCH-4,No,Yes,False
NN-3431,2025-04-28,Individual,Eco-Glide,14,77.43,9.67,Clear,Medium,5.0,KITCH-2,No,No,False
NN-3432,2025-07-15,Individual,Eco-Glide,24,146.63,12.05,Clear,High,2.0,KITCH-2,No,Yes,False
NN-3433,2025-10-03,VIP,Swift-X,23,88.39,3.93,Stormy,High,4.0,KITCH-3,No,Yes,False
NN-3434,2025-05-28,Individual,Swift-X,27,109.95,9.33,Clear,Medium,,KITCH-1,Yes,No,False
NN-3435,2025-01-03,Individual,Swft-X,21,112.13,12.84,High Winds,High,2.0,KITCH-2,Yes,Yes,False
NN-3436,2025-07-10,VIP,Eco-Glide,23,186.84,12.19,Stormy,Medium,2.0,KITCH-2,Yes,Yes,False
NN-3437,2025-04-16,Corporate,Eco-Glide,33,-149.91,12.68,Stormy,Low,3.0,KITCH-3,Yes,No,False
NN-3438,2025-01-06,Corporate,Swft-X,20,286.67,13.77,High Winds,Low,3.0,KITCH-4,No,Yes,False
NN-3439,2025-11-09,,Swft-X,8,77.22,14.61,Rainy,Medium,4.0,KITCH-3,No,No,False
NN-3440,2025-08-01,,Swift-X,42,293.29,7.0,Stormy,Medium,4.0,KITCH-4,Yes,Yes,True
